Year,State,<1,1-4,5-9,10-14,15-19,20-24,25-44,45-49,50-59,60-64,65+,Total
2017,Guerrero,,,,0.0,0.55,0.0,2.9,12.23,21.63,40.66,13.77,7.0
2017,Hidalgo,,,,0.0,0.0,2.34,9.18,41.11,37.68,60.87,34.14,16.72
2017,Jalisco,,,,0.0,1.41,1.41,17.21,53.37,61.69,85.98,58.94,26.56
2017,México,,,,0.4,0.0,0.67,5.48,23.84,27.24,40.69,30.2,11.46
2017,Michoacán,,,,0.0,0.94,0.94,12.05,44.93,46.27,39.32,31.92,17.51
2017,Morelos,,,,0.0,0.0,11.59,16.7,105.93,72.5,156.99,83.42,39.43
2017,Nayarit,,,,0.0,0.0,1.85,22.47,88.7,86.96,115.74,74.7,36.13
2017,Nuevo León,,,,0.46,2.3,4.65,14.75,57.23,56.26,83.97,48.45,25.86
2017,Oaxaca,,,,0.0,0.0,2.13,16.36,56.29,64.16,73.38,50.24,24.98
2017,Puebla,,,,0.0,0.33,1.02,4.98,15.3,19.44,17.77,12.98,7.06
2017,Querétaro,,,,0.0,1.07,3.19,23.24,96.98,113.67,137.75,94.05,41.45
2017,Quintana Roo,,,,0.0,0.0,2.68,6.33,26.08,59.08,35.42,51.47,14.35
2017,San Luis Potosí,,,,0.0,0.0,0.8,8.42,40.24,37.63,47.79,40.84,16.07
2017,Sinaloa,,,,0.0,0.74,5.34,22.64,63.64,104.62,128.44,84.77,39.78
2017,Sonora,,,,0.75,0.77,5.52,7.89,38.85,52.98,48.27,40.59,18.59
2017,Tabasco,,,,0.0,0.0,0.0,8.71,26.42,35.31,53.89,19.41,12.73
2017,Tamaulipas,,,,0.0,0.0,1.97,11.03,59.4,69.62,90.02,48.99,26.02
2017,Tlaxcala,,,,0.0,0.0,1.68,7.25,24.59,23.01,52.58,19.76,10.79
2017,Veracruz,,,,0.0,0.0,0.56,13.22,41.29,54.44,74.35,58.6,24.03
2017,Yucatán,,,,0.0,0.0,1.06,13.21,49.57,71.02,98.47,66.41,27.54
2017,Zacatecas,,,,0.0,0.0,0.0,12.02,49.69,29.48,56.65,30.21,16.25
2017,TOTAL GLOBAL,,,,0.13,0.47,1.88,11.96,45.99,54.23,71.77,50.25,21.99
2018,Aguascalientes,,,,0.0,0.0,1.58,18.43,53.88,82.15,141.62,76.15,31.58
2018,Baja California,,,,0.0,0.0,0.0,15.41,65.2,95.42,113.06,78.54,32.59
2018,Baja California Sur,,,,0.0,0.0,3.09,15.87,33.44,47.63,75.16,29.81,19.58
2018,Campeche,,,,0.0,0.0,6.99,30.75,90.27,114.15,144.78,144.58,49.05
2018,Coahuila,,,,0.0,1.49,0.77,16.98,40.13,66.81,72.63,37.38,23.92
2018,Colima,,,,0.0,0.0,6.1,35.38,147.46,198.56,239.11,228.71,78.44
2018,Chiapas,,,,0.0,0.37,0.39,2.94,15.66,15.94,18.46,11.42,5.26
2018,Chihuahua,,,,0.0,1.83,6.28,32.61,99.53,97.82,135.75,108.65,47.21
2018,Ciudad de México,,,,1.0,1.23,2.54,18.05,83.09,85.8,117.34,89.77,44.07
2018,Durango,,,,0.0,1.21,0.0,17.59,101.07,128.9,123.56,125.24,44.98
2018,Guanajuato,,,,1.07,0.36,1.45,8.15,18.36,24.5,32.47,24.51,10.73
2018,Guerrero,,,,0.0,0.0,0.61,3.27,11.77,28.62,25.05,21.85,8.36
2018,Hidalgo,,,,0.0,0.0,0.0,6.67,18.47,23.94,24.94,17.71,9.44
2018,Jalisco,,,,0.0,1.93,5.88,22.39,63.07,72.5,120.55,73.44,33.76
2018,México,,,,0.28,0.41,0.27,7.07,27.0,27.43,37.08,29.27,12.3
2018,Michoacán,,,,0.0,0.0,0.48,13.89,38.02,47.05,48.61,38.37,18.8
2018,Morelos,,,,1.2,0.0,25.54,21.79,120.48,120.18,655.77,206.79,86.67
2018,Nayarit,,,,0.0,0.0,1.91,23.49,80.06,66.88,80.59,90.39,34.11
2018,Nuevo León,,,,0.44,3.92,1.3,11.78,65.24,63.54,81.06,55.77,26.21
2018,Oaxaca,,,,1.03,0.54,1.68,19.73,80.79,62.6,86.66,43.75,28.4
2018,Puebla,,,,0.66,1.66,2.05,8.58,55.22,42.58,44.45,18.37,15.73
2018,Querétaro,,,,0.0,0.0,0.0,29.33,60.29,88.71,95.92,88.71,36.06
2018,Quintana Roo,,,,0.0,1.39,0.0,11.67,70.88,54.55,45.96,49.0,20.01
2018,San Luis Potosí,,,,0.0,0.0,2.43,4.53,32.21,41.64,49.05,23.28,13.43
2018,Sinaloa,,,,0.0,0.74,1.51,26.25,81.59,96.38,127.0,98.47,42.85
2018,Sonora,,,,0.0,1.54,0.0,7.77,34.28,37.86,55.64,35.48,15.89
2018,Tabasco,,,,0.0,0.0,1.84,6.01,24.42,33.41,38.98,30.23,11.93
2018,Tamaulipas,,,,1.93,1.33,0.69,18.12,59.23,87.96,105.18,80.79,34.9
2018,Tlaxcala,,,,0.0,3.29,0.0,15.59,33.03,93.32,88.22,104.32,31.49
2018,Veracruz,,,,0.0,0.28,2.0,13.04,45.48,52.57,60.69,53.96,23.57
2018,Yucatán,,,,0.0,0.0,1.03,14.17,68.75,75.33,98.36,70.49,30.46
2018,Zacatecas,,,,0.0,2.75,0.0,12.98,45.03,41.46,64.39,54.2,20.79
2018,TOTAL GLOBAL,,,,0.31,0.88,2.0,13.77,51.93,58.84,84.41,57.91,25.27
2019,Aguascalientes,,,,0.0,0.0,1.57,30.24,118.77,157.1,164.18,91.61,51.92
2019,Baja California,,,,0.0,0.66,1.94,27.48,112.02,117.3,118.83,128.88,48.43
2019,Baja California Sur,,,,0.0,0.0,3.06,18.05,56.56,67.09,71.03,56.59,26.63
2019,Campeche,,,,0.0,0.0,2.33,19.26,53.94,88.88,108.22,61.86,31.01
2019,Coahuila,,,,0.0,0.0,0.0,15.97,54.94,63.47,86.78,51.96,26.32
2019,Colima,,,,0.0,3.12,0.0,66.4,131.23,226.04,492.58,322.17,112.36
2019,Chiapas,,,,0.0,0.37,0.0,9.74,29.71,34.75,45.36,28.08,12.7
2019,Chihuahua,,,,0.0,1.21,6.89,28.41,96.98,105.24,134.09,130.02,48.9
2019,Ciudad de México,,,,0.34,0.63,2.31,27.17,96.69,94.61,117.94,77.39,48.6
2019,Durango,,,,0.0,0.0,0.0,22.22,100.9,129.96,176.54,123.78,49.32
2019,Guanajuato,,,,0.0,1.08,1.09,7.13,24.79,18.35,25.5,18.0,9.33
2019,Guerrero,,,,0.0,0.0,1.23,4.38,12.56,11.14,22.79,12.3,5.94
2019,Hidalgo,,,,0.0,0.0,0.79,5.97,24.06,27.63,25.63,25.67,11.05
2019,Jalisco,,,,0.0,1.38,1.12,19.69,71.38,64.36,97.71,61.51,30.18
2019,México,,,,0.0,0.14,1.23,7.01,28.25,28.4,40.84,32.29,13.16
2019,Michoacán,,,,0.45,0.0,0.48,12.37,44.42,59.93,79.13,46.27,22.55
2019,Morelos,,,,0.0,0.0,4.67,40.26,19.69,13.74,1493.68,309.54,122.81
2019,Nayarit,,,,0.0,1.86,1.91,25.86,78.0,106.28,159.4,99.62,44.1
2019,Nuevo León,,,,0.44,2.17,3.87,8.8,44.53,50.68,106.62,58.16,23.69
2019,Oaxaca,,,,0.0,0.53,1.13,29.04,115.39,98.61,142.63,79.33,44.63
2019,Puebla,,,,0.66,5.97,6.85,16.37,47.41,36.06,22.24,17.82,17.42
2019,Querétaro,,,,0.0,0.0,0.0,28.5,105.09,111.38,109.67,100.45,43.68
2019,Quintana Roo,,,,0.0,1.38,1.31,16.76,64.14,77.73,77.17,53.62,25.89
2019,San Luis Potosí,,,,0.0,1.56,0.0,11.58,47.45,64.41,79.36,40.48,22.87
2019,Sinaloa,,,,0.0,1.48,3.78,15.84,31.06,47.61,40.74,32.14,19.47
2019,Sonora,,,,0.0,0.0,1.56,8.77,27.22,36.24,44.73,32.2,14.77
2019,Tabasco,,,,0.0,0.0,3.7,10.67,44.88,46.37,58.34,32.42,18.06
2019,Tamaulipas,,,,0.0,2.64,1.37,16.6,58.15,94.29,95.02,101.34,37.26
2019,Tlaxcala,,,,0.0,0.0,0.0,5.61,22.98,35.5,58.79,44.26,14.13
2019,Veracruz,,,,0.0,0.28,1.15,15.87,54.11,60.81,73.19,61.07,27.84
2019,Yucatán,,,,0.0,0.0,1.03,17.4,47.46,95.06,94.62,89.18,34.51
2019,Zacatecas,,,,1.31,0.0,0.0,14.97,54.28,66.89,79.28,27.87,23.2
2019,TOTAL GLOBAL,,,,0.11,0.94,1.86,16.08,55.37,61.11,104.5,61.76,28.21
2020,Aguascalientes,,,,0.0,0.0,0.0,14.21,46.91,46.82,44.12,27.87,18.23
2020,Baja California,,,,0.0,1.31,1.93,23.56,57.61,78.84,93.4,88.08,34.43
2020,Baja California Sur,,,,0.0,0.0,0.0,12.91,19.59,28.31,14.95,42.17,13.77
2020,Campeche,,,,0.0,0.0,0.0,16.39,52.47,86.13,80.57,84.53,30.43
2020,Coahuila,,,,0.73,0.0,0.76,16.05,45.25,45.86,49.87,35.03,20.63
2020,Colima,,,,0.0,3.11,3.06,45.03,188.09,206.45,533.3,502.35,126.88
2020,Chiapas,,,,0.0,0.0,0.39,7.34,17.32,28.05,28.93,25.81,9.7
2020,Chihuahua,,,,0.0,1.21,2.5,18.44,92.35,83.74,71.77,94.16,36.47
2020,Ciudad de México,,,,1.04,1.91,7.94,38.75,120.0,117.04,130.84,94.23,62.35
2020,Durango,,,,0.0,0.0,1.26,8.8,65.54,57.85,128.87,36.25,23.88
2020,Guanajuato,,,,0.36,0.0,1.1,6.02,23.25,18.16,30.87,11.87,8.5
2020,Guerrero,,,,0.0,0.0,0.0,1.32,5.72,6.92,5.91,1.26,2.01
2020,Hidalgo,,,,0.0,0.0,0.0,2.53,12.76,12.2,8.21,9.76,4.73
2020,Jalisco,,,,0.0,0.82,0.56,14.95,56.54,56.87,65.62,53.78,24.56
2020,México,,,,0.7,0.55,0.96,6.78,22.89,24.94,32.99,18.36,10.88
2020,Michoacán,,,,0.0,0.0,1.46,9.91,47.92,43.79,31.1,25.89,16.13
2020,Morelos,,,,0.0,1.18,0.0,26.17,7.45,5.37,935.33,182.15,76.57
2020,Nayarit,,,,0.0,0.0,0.0,20.2,50.81,46.66,61.32,46.32,23.66
2020,Nuevo León,,,,0.0,0.0,4.28,12.47,51.76,47.73,83.12,66.5,25.08
2020,Oaxaca,,,,0.0,1.6,1.7,19.27,63.87,57.21,91.51,38.25,26.54
2020,Puebla,,,,0.0,1.33,1.03,5.04,14.16,16.32,21.43,9.18,6.75
2020,Querétaro,,,,0.0,0.0,0.0,16.86,59.14,92.65,45.74,57.28,28.15
2020,Quintana Roo,,,,1.39,1.37,2.61,10.47,37.44,46.71,72.16,23.93,16.73
2020,San Luis Potosí,,,,0.0,0.0,0.0,8.9,33.37,43.05,41.91,34.65,16.19
2020,Sinaloa,,,,0.76,0.0,2.27,27.14,61.17,72.68,94.24,35.28,31.68
2020,Sonora,,,,1.53,0.0,0.78,12.78,31.78,46.04,36.38,33.98,17.79
2020,Tabasco,,,,0.0,0.0,0.0,8.86,24.24,31.22,47.02,31.02,13.36
2020,Tamaulipas,,,,0.0,0.66,0.69,8.19,23.73,42.55,51.13,45.87,17.37
2020,Tlaxcala,,,,0.0,0.0,0.0,2.78,17.96,28.64,24.03,23.24,8.83
2020,Veracruz,,,,0.28,0.0,2.9,13.77,45.05,67.7,82.68,69.57,29.22
2020,Yucatán,,,,1.09,0.0,0.0,10.71,34.1,29.03,72.89,47.05,18.14
2020,Zacatecas,,,,0.0,0.0,0.0,8.68,25.74,41.84,46.54,27.12,14.58
2020,TOTAL GLOBAL,,,,0.29,0.51,1.6,13.57,44.97,49.99,78.1,49.16,23.05
2021,Aguascalientes,,,,0.0,0.0,0.0,15.82,39.47,50.79,57.45,38.03,20.37
2021,Baja California,,,,0.66,1.95,0.64,19.76,67.19,73.99,87.8,73.74,32.38
2021,Baja California Sur,,,,0.0,6.04,0.0,18.25,68.69,108.71,113.46,72.69,36.8
2021,Campeche,,,,0.0,0.0,2.33,21.7,76.72,73.3,204.34,110.42,41.38
2021,Coahuila,,,,0.0,0.74,1.51,15.07,43.65,46.84,39.89,56.08,22.11
2021,Colima,,,,0.0,3.1,0.0,41.23,207.59,200.15,571.09,424.22,122.36
2021,Chiapas,,,,0.34,0.36,1.95,10.72,36.87,55.88,55.46,51.8,18.55
2021,Chihuahua,,,,0.6,2.41,6.85,27.27,104.3,117.62,93.99,101.67,47.54
2021,Ciudad de México,,,,0.0,0.32,1.2,33.82,131.51,125.76,137.39,101.26,64.02
2021,Durango,,,,0.0,0.0,0.0,13.08,68.12,84.07,160.95,85.48,35.11
2021,Guanajuato,,,,0.0,0.72,3.32,13.19,52.29,40.12,53.36,38.86,19.63
2021,Guerrero,,,,0.0,0.59,0.62,3.0,4.71,10.2,1.44,3.08,3.02
2021,Hidalgo,,,,0.0,0.74,0.0,8.58,26.04,27.28,41.09,23.89,12.89
2021,Jalisco,,,,0.55,3.02,4.48,26.45,100.59,120.23,124.4,96.37,47.39
2021,México,,,,1.55,1.24,0.55,8.21,27.1,33.32,33.58,28.18,14.03
2021,Michoacán,,,,0.0,0.0,0.98,15.38,73.37,56.22,49.58,58.29,25.63
2021,Morelos,,,,0.0,2.37,2.35,38.3,5.88,6.99,772.4,229.96,80.03
2021,Nayarit,,,,0.0,5.45,0.0,23.09,87.18,73.29,105.45,80.32,36.66
2021,Nuevo León,,,,0.0,3.44,2.55,15.01,40.86,41.06,90.23,51.19,23.64
2021,Oaxaca,,,,0.52,0.0,0.57,32.67,105.78,98.02,137.11,72.68,44.9
2021,Puebla,,,,0.33,0.0,1.71,3.03,10.06,10.19,14.32,9.24,4.74
2021,Querétaro,,,,0.0,0.0,0.0,21.13,76.17,87.37,94.35,66.49,33.69
2021,Quintana Roo,,,,0.0,0.0,1.3,10.26,34.39,55.63,101.53,38.1,19.22
2021,San Luis Potosí,,,,0.0,0.78,2.44,8.37,32.95,49.4,61.6,24.48,17.09
2021,Sinaloa,,,,0.76,1.49,0.76,24.38,108.22,129.19,86.47,80.41,46.23
2021,Sonora,,,,0.0,1.52,0.77,13.7,30.22,60.26,41.45,39.4,20.72
2021,Tabasco,,,,0.0,0.91,3.73,12.22,30.73,47.99,23.67,26.49,16.37
2021,Tamaulipas,,,,0.65,0.66,1.37,9.48,25.9,34.02,47.84,47.23,17.24
2021,Tlaxcala,,,,0.0,0.0,0.0,2.29,6.6,11.1,3.83,7.44,3.52
2021,Veracruz,,,,0.28,1.14,2.92,20.7,61.42,95.04,116.92,100.82,42.26
2021,Yucatán,,,,2.18,0.0,0.0,15.87,295.59,71.26,85.66,74.86,48.89
2021,Zacatecas,,,,0.0,0.0,1.45,7.41,29.34,33.63,41.74,24.98,13.29
2021,TOTAL GLOBAL,,,,0.42,1.12,1.73,16.58,61.85,65.74,90.54,64.41,29.85
2022,Aguascalientes,,,,1.54,1.51,1.55,23.18,75.62,95.75,88.01,68.98,35.91
2022,Baja California,,,,0.66,1.3,4.48,36.93,135.36,184.01,224.22,166.95,72.77
2022,Baja California Sur,,,,2.95,0.0,2.97,35.15,111.96,128.26,148.37,110.2,54.13
2022,Campeche,,,,0.0,0.0,0.0,24.41,93.7,114.51,249.69,120.9,51.24
2022,Coahuila,,,,1.45,1.47,2.26,20.42,62.01,65.4,69.09,69.96,31.11
2022,Colima,,,,0.0,0.0,6.11,53.54,207.61,267.58,473.78,378.69,128.58
2022,Chiapas,,,,0.0,1.44,0.78,10.45,31.74,37.74,64.37,43.21,16.01
2022,Chihuahua,,,,0.0,3.62,11.78,27.41,113.99,160.33,185.83,158.18,64.87
2022,Ciudad de México,,,,1.09,0.66,4.57,37.63,119.27,139.59,173.1,141.17,75.52
2022,Durango,,,,0.0,1.19,1.25,16.93,155.52,210.81,406.57,234.71,84.96
2022,Guanajuato,,,,0.36,0.72,4.43,28.84,88.08,119.87,144.43,104.5,47.98
2022,Guerrero,,,,0.0,1.18,2.49,20.82,60.74,61.35,67.47,51.72,27.28
2022,Hidalgo,,,,0.0,0.0,3.11,16.19,65.6,53.08,59.44,57.87,26.66
2022,Jalisco,,,,0.27,2.19,3.08,48.21,157.19,166.42,184.84,177.02,76.3
2022,México,,,,0.28,1.1,1.23,9.98,35.63,36.62,51.5,34.25,17.35
2022,Michoacán,,,,0.0,0.0,0.49,15.71,59.06,65.71,90.15,51.67,27.23
2022,Morelos,,,,0.0,2.38,1.18,29.21,97.33,104.29,370.92,169.75,70.08
2022,Nayarit,,,,0.0,0.0,3.78,30.59,112.7,101.33,134.27,144.46,52.5
2022,Nuevo León,,,,0.0,0.86,3.8,17.63,67.11,80.65,145.64,98.36,39.3
2022,Oaxaca,,,,0.0,1.6,1.13,33.43,98.46,118.74,133.63,84.48,48.81
2022,Puebla,,,,0.0,0.66,2.39,2.81,10.38,15.48,15.4,10.3,5.62
2022,Querétaro,,,,0.0,0.0,1.0,35.83,88.6,114.06,140.85,131.97,51.71
2022,Quintana Roo,,,,0.0,0.0,0.0,14.44,43.9,54.27,88.48,56.65,22.41
2022,San Luis Potosí,,,,0.0,1.58,4.89,16.38,52.2,65.27,76.66,59.38,28.24
2022,Sinaloa,,,,0.77,2.24,6.06,21.03,65.73,109.22,104.27,101.4,43.54
2022,Sonora,,,,0.0,1.52,0.77,20.32,65.52,80.35,115.67,74.49,35.64
2022,Tabasco,,,,1.77,2.73,1.87,16.03,56.69,66.61,84.97,65.86,28.69
2022,Tamaulipas,,,,0.65,1.96,1.36,19.3,65.09,115.35,46.11,91.38,39.46
2022,Tlaxcala,,,,0.0,0.0,1.67,3.18,32.43,39.01,33.06,49.99,14.71
2022,Veracruz,,,,0.85,1.72,3.53,20.1,85.36,114.35,156.39,128.11,52.4
2022,Yucatán,,,,1.09,0.0,4.17,20.38,67.09,89.29,140.01,104.29,41.81
2022,Zacatecas,,,,0.0,0.0,2.9,16.79,79.47,62.17,83.9,64.68,29.98
2022,TOTAL GLOBAL,,,,0.37,1.21,2.83,22.1,77.04,93.81,123.5,96.54,41.86
2023,Aguascalientes,,,,0.0,0.0,4.61,25.5,104.57,104.48,91.51,84.84,41.97
2023,Baja California,,,,0.66,0.65,0.64,15.19,70.73,82.88,90.1,58.87,31.36
2023,Baja California Sur,,,,0.0,5.93,2.94,45.4,238.0,272.08,295.8,202.22,101.35
2023,Campeche,,,,0.0,0.0,2.32,34.89,152.8,128.3,286.89,196.49,71.15
2023,Coahuila,,,,1.44,1.47,1.5,26.72,89.61,117.26,137.7,118.05,50.76
2023,Colima,,,,0.0,3.08,18.29,58.5,279.86,266.68,517.95,482.74,151.68
2023,Chiapas,,,,0.0,1.79,1.16,8.27,19.12,30.36,40.59,35.72,12.28
2023,Chihuahua,,,,1.22,3.02,14.81,39.67,158.99,124.97,190.16,153.62,68.9
2023,Ciudad de México,,,,0.37,1.35,5.57,33.21,122.41,117.64,145.13,115.35,66.34
2023,Durango,,,,0.0,1.18,0.0,32.49,159.34,213.0,370.01,280.23,94.9
2023,Guanajuato,,,,1.45,1.45,3.7,26.92,92.48,100.89,148.73,110.16,46.77
2023,Guerrero,,,,0.0,1.19,0.0,13.48,38.05,55.97,63.31,41.01,21.2
2023,Hidalgo,,,,0.0,0.74,1.55,10.51,48.83,49.43,63.35,63.09,23.85
2023,Jalisco,,,,1.38,2.19,10.05,96.86,298.41,336.6,351.6,299.55,147.48
2023,México,,,,0.85,0.97,2.06,15.39,52.06,55.26,68.68,55.65,26.46
2023,Michoacán,,,,0.0,0.0,0.0,18.37,69.34,78.83,77.65,76.14,32.68
2023,Morelos,,,,0.0,0.0,0.0,16.84,41.75,80.28,134.1,101.52,38.57
2023,Nayarit,,,,0.0,0.0,0.0,13.84,43.48,54.32,43.24,40.11,20.87
2023,Nuevo León,,,,0.0,0.43,0.42,17.91,61.3,69.18,107.89,83.03,34.36
2023,Oaxaca,,,,0.0,2.14,3.96,39.93,112.81,127.76,143.09,90.84,55.07
2023,Puebla,,,,0.67,0.33,0.68,10.68,28.87,30.44,29.14,31.51,14.31
2023,Querétaro,,,,0.0,0.0,0.0,34.55,95.53,114.69,172.33,120.88,52.89
2023,Quintana Roo,,,,0.0,0.0,0.0,11.22,46.14,59.77,90.25,49.08,21.89
2023,San Luis Potosí,,,,0.0,2.38,0.0,9.62,48.57,53.65,47.93,49.65,21.63
2023,Sinaloa,,,,0.0,3.01,5.31,40.51,156.58,172.0,162.47,108.47,69.51
2023,Sonora,,,,0.0,0.0,4.6,19.68,44.14,78.96,112.23,85.93,35.27
2023,Tabasco,,,,0.88,1.82,7.49,21.99,79.5,115.11,285.89,138.51,55.18
2023,Tamaulipas,,,,0.65,1.3,3.39,24.09,74.44,94.29,116.31,90.65,43.13
2023,Tlaxcala,,,,0.0,0.0,0.0,7.66,40.49,41.78,45.91,73.57,20.22
2023,Veracruz,,,,0.86,1.15,2.07,24.36,75.72,123.76,168.53,145.76,57.61
2023,Yucatán,,,,0.0,0.0,1.05,22.63,81.7,92.21,114.94,132.26,46.2
2023,Zacatecas,,,,0.0,1.35,2.89,15.49,57.76,67.66,81.37,54.91,27.86
2023,TOTAL GLOBAL,,,,0.52,1.2,3.13,26.68,91.4,104.92,133.58,107.48,48.22
2024,Aguascalientes,,,,0.0,2.97,5.9,36.48,117.4,123.25,120.86,68.03,48.99
2024,Baja California,,,,0.64,3.05,4.62,35.57,122.04,130.64,151.93,136.47,59.14
2024,Baja California Sur,,,,0.0,0.0,0.0,62.19,148.33,232.22,191.88,221.16,89.46
2024,Campeche,,,,0.0,2.5,10.26,38.33,116.45,163.46,292.34,167.44,74.68
2024,Coahuila,,,,0.0,0.0,2.16,20.34,82.45,89.22,255.09,184.68,55.84
2024,Colima,,,,0.0,0.0,9.6,76.25,252.86,335.19,560.21,520.09,175.0
2024,Chiapas,,,,0.33,1.04,2.27,7.89,26.21,27.84,28.59,20.44,10.58
2024,Chihuahua,,,,0.6,3.55,8.83,50.03,181.11,179.8,186.0,170.89,81.91
2024,Ciudad de México,,,,0.35,1.59,6.65,34.88,139.48,129.04,171.11,127.98,72.27
2024,Durango,,,,0.0,0.0,0.0,28.18,134.92,193.34,313.81,216.0,79.82
2024,Guanajuato,,,,0.36,1.07,1.06,24.39,98.84,106.45,119.1,109.32,45.0
2024,Guerrero,,,,0.59,0.0,0.64,12.36,53.05,51.77,100.9,53.88,24.59
2024,Hidalgo,,,,0.0,0.0,0.0,8.2,21.61,35.49,38.72,24.97,13.5
2024,Jalisco,,,,0.55,3.79,2.69,108.66,335.13,364.73,449.92,315.19,164.08
2024,México,,,,0.28,0.81,2.12,15.14,40.85,53.85,71.39,61.05,25.74
2024,Michoacán,,,,0.91,0.0,0.48,24.32,79.67,90.6,96.68,82.92,38.69
2024,Morelos,,,,0.0,0.0,3.53,18.44,60.88,95.38,153.43,123.15,46.78
2024,Nayarit,,,,0.0,0.0,0.0,12.48,52.47,88.9,80.13,91.26,32.7
2024,Nuevo León,,,,0.41,0.4,3.06,24.23,96.55,109.56,149.09,128.97,50.75
2024,Oaxaca,,,,0.0,0.52,1.65,29.18,90.81,94.8,120.44,76.48,42.38
2024,Puebla,,,,0.0,0.97,0.97,15.28,50.51,48.49,45.78,44.84,21.56
2024,Querétaro,,,,0.0,0.0,0.0,20.27,96.74,111.45,152.46,159.67,49.68
2024,Quintana Roo,,,,0.0,2.43,0.0,16.33,57.09,103.42,109.23,96.78,33.18
2024,San Luis Potosí,,,,0.0,0.79,1.57,23.13,70.09,79.6,60.59,34.83,29.93
2024,Sinaloa,,,,0.78,3.01,5.21,46.59,138.72,178.57,208.32,186.71,81.89
2024,Sonora,,,,0.78,0.77,6.91,31.65,86.67,144.73,189.17,153.14,63.35
2024,Tabasco,,,,1.8,0.0,2.93,20.06,64.09,71.86,123.84,111.69,37.66
2024,Tamaulipas,,,,0.0,1.94,7.84,26.75,87.87,118.12,155.31,135.67,55.47
2024,Tlaxcala,,,,0.0,3.19,0.0,6.74,23.53,26.01,53.85,40.23,13.92
2024,Veracruz,,,,0.3,0.88,0.92,16.67,51.99,71.4,85.66,66.11,32.36
2024,Yucatán,,,,0.0,0.0,0.0,17.42,59.83,90.95,142.99,116.21,41.37
2024,Zacatecas,,,,0.0,0.0,1.4,20.84,51.32,70.85,72.52,73.16,30.61
2024,TOTAL GLOBAL,,,,0.33,1.19,2.71,28.95,96.61,111.77,144.76,115.41,51.33
